busiNo,compNm,Q,A
1208610499,(주)엠서클,회사의 장기적인 목표나 경영 철학,IT와 헬스케어 NO.1 융합 서비스 기업으로 크는 것이 큰 목표입니다. 스웨덴 헬스케어 브랜드인 “시셀코리아”를 국내 시장에 정착시키고 이후 글로벌 브랜드로 육성하는 것이 장기적인 목표입니다.
1208610499,(주)엠서클,타사와 비교했을 때 귀사의 장점,"회사 구성원 중 젊은 인원의 비중이 높으며(60~70%) 젊은 감각으로 새로운 트렌드를 반영하고, 에너지 넘치는 근무 환경이 장점입니다. 또한 신속한 의사 결정이 가능하며 수평적인 조직 문화로 빠르게 사업을 추진할 수 있는 원동력을 가지고 있습니다."
1208610499,(주)엠서클,회사의 채용절차 및 선호하는 인재상,"채용절차는 사업별로 필요한 적정인력을 판단하고, 1차 서류 평가 후에 해당 팀의 팀장, 실무자, 인사 담당자들과 1차 면접을 본 후 사업부와 센터의 실장들과 2차 면접을 통해 채용 여부를 결정하게 됩니다.

 인재상은 열린 사고를 통해 새로운 가치와 서비스를 창출하고 실현하는 창의적 인재, 현실에 안주하지 않고 지속적으로 학습하고 진화하는 혁신적인 인재를 선호합니다."
1208610499,(주)엠서클,신입 평균 급여수준 및 인사 제도 현황,"신입 평균 급여 수준은 회사 내부 규정에 따릅니다.
 인사제도로는 평가보상 제도가 있으며 직원 성장에 중점을 두면서 실제 업무에 도움이 필요한 것을 매월 평가하고 피드백 합니다. 그리고 평가 결과(절대 평가)로 인센티브 지급과 승진제도가 운영됩니다."
1208610499,(주)엠서클,신입사원 육성방법 또는 인재육성 로드맵,"엠서클은 오프라인/온라인 교육을 지원하는 다양한 신입사원 육성방법이 있습니다.
 먼저, CDP제도(Career Development Program)를 운영하여 다른 사업부의 업무를 경험할 수 있는 기회를 주고 각각의 사업부마다 멘토링 제도를 구성하고 회사 내부 직책 교육을 진행하여 신입 직원들의 업무를 돕고 있습니다.
 또한, 온라인 교육으로는 사이버 교육과 전자 도서관을 지원합니다. 이외에도, 산업체 위탁 교육을 통해 사이버 대학 등록금 50% 할인 혜택을 지원합니다.
 컨소시엄을 통해 회사와 협약을 맺은 한국 소프트웨어 협회, 광고 협회, 보건협회 등의 전문 과정을 직원들이 자발적으로 교육을 받을 수 있도록 지원합니다."
1208610499,(주)엠서클,주요 복리후생,"엠서클은 근로자의 휴식 있는 삶을 위해 다양한 여가 제도를 운영하여 문화체육관광부에서 여가 친화 기업으로 선정될 만큼 다양한 복리후생 제도를 운영하고 있습니다.
 휴가 지원 제도는 ‘리프레시 휴가’를 지원해 어느 시기에나 12개월 동안 4일의 휴가를 사용할 수 있습니다. 장기근속 시 포상 휴가를 지급하고, 휴가는 개인 승인제로 팀장님 승인이 필요 없습니다.

 직장 내의 자유로운 휴가문화 조성을 위해 기업과 정부가 함께 근로자의 국내 여행경비를 지원하는 근로자 휴가 산업 지원에 선정되어 정부에서 20만원을 지원받고 나머지만 본인이 부담해 여행을 갈 수 있습니다.

 자녀 양육제도는 자녀가 성장함에 따라 단계적으로 진행되는 맞춤형 제도로 운영하고 있습니다. 어린 자녀가 있는 경우 회사 내의 어린이집 이용이 가능하며, 중·고등학생, 대학생 등록금을 지원합니다.

 회사 내에서는 직원들의 건강을 위해 저염식으로 구성된 아침과 점심 식사가 가능한 구내식당을 이용할 수 있으며 저녁은 회사 근처 식당에서 인당 7천원 한도 내에서 이용할 수 있습니다. 

 회사와 자택이 먼 직원들의 편리한 출퇴근을 위한 기숙사(사택 삼성동), 통근 버스도 제공합니다.

 직원들이 충분한 휴식을 취할 수 있는 휴게시설인 캡슐방(수면실)과 여성휴게실, 엄마방, 라운지를 운영합니다. 직원들의 건강 증진을 위한 운동시설(코어센터)에서는 다양한 운동을 할 수 있습니다. 

 매달 둘째, 셋째 주 런치 세미나에서는 점심시간을 활용하여 학습 강사를 초빙하여 선착순 30명을 추첨해 와인 클래스, 퍼스널 컬러, 비누 만들기, 우드 스피커 만들기 등의 여러 프로그램을 진행합니다.

 ‘마수엔’으로 불리는 매월 마지막 주 수요일에는 30분 일찍 퇴근해 가족과 함께 시간을 보내거나, 동료들과 영화, 공연, 야구 등의 문화생활을 즐기며 삶의 활력과 재충전을 할 수 있습니다.

 타 부서 동료들과 소통을 통해 업무 협업을 도모할 수 있는 야구, 보드게임, 클라이밍 등 다양 한 동호회가 운영되고 있으며, 인당 월 3만원이 지원이 되고 어떤 주제로도 동호회 신설이 가능합니다."
1208610499,(주)엠서클,기업의 전반적인 근무 환경(조직문화 및 근무 분위기),"엠서클은 전반적으로 수평적인 조직 문화를 구축하기 위해 모든 직급을 없애고 M그룹, L그룹으로 구분하고 ‘00님’ 호칭을 사용하여 내부 조직 문화를 바꾸려고 노력합니다.

 근무시간인 9시에서 6시 안에 가능한 업무를 해결하도록 하고 저녁 8시 이후에는 모두 소등합니다. 또한, 유연근무제가 가능하여 부분 근무와 재택근무가 가능합니다.

 일의 효율성을 높이고 업무 몰입을 이끌어 내기 위해 앉고 싶은 자리에 앉아 업무를 볼 수 있습니다. 자리는 포커스 룸, 듀얼 모니터룸, 라운지, 회의실, 스탠딩 테이블 등 다양하게 구성되어 있습니다."
1208610499,(주)엠서클,"우리 회사만의 차별화 된 강점, 장점 등","엠서클은 일생활균형을 위한 환경을 마련해 주기 위해 노력하고 있습니다. 문화체육관광부에서 여가 친화 기업으로 선정되었고 육아휴직 뒤 복직 비율이 100%에 달합니다.
 다양한 복리 후생 제도를 운영하고 있으며 수평적인 조직 환경으로 직원들이 최대한 효율적이고 편안하게 업무를 볼 수 있도록 배려하였습니다."
1208610499,(주)엠서클,회사에 관심있는 청년들에게 전하고 싶은 말이나 당부사항,"■ 미래의 직원들에게 한 마디

자기 분야의 잘하는 일을 책임감 있게 하다 보면 그에 따른 성취감도 생기고 더 일을 잘하게 되는 선순환으로 이어지게 됩니다. 우리 각각은 평범하지만 자신들의 꿈을 가지고 맡은 일과 책임을 수행하다 보면 세상은 조금씩 더 나은 방향으로 변화된다고 긍정적으로 생각하길 바랍니다."
1208610499,(주)엠서클,,"취재 : 청년친화강소기업 서포터즈 김설하, 김현영"
2158193416,(주)애드바이오텍,회사의 주력 분야 등 간단한 회사 소개를 해주세요.,"안녕하십니까. 저희 회사는 IgY라는 면역항체계란을 이용한 축산 및 수산, 나아가서 인체용 제품을 개발하는 바이오 기업입니다. 현재 세계 각국에서 문제가 되고 있는 질병들에 대한 예방 및 치료제로써의 백신과 항생제의 문제점이 대두되고 있는 상황에서 이를 대체하기 위한 항체 제품 개발에 주력을 쏟고 있습니다."
2158193416,(주)애드바이오텍,회사의 장기적인 목표나 경영철학은 무엇인가요?,"우선 올해의 목표로는 금년 100억 매출을 목표로 하고 있습니다. 그러기 위해서는 기존 매출을 뛰어넘어 수산쪽이나 인체쪽 방면으로도 발전해 나가는 것이 목표입니다. 그리고 향후 5년 이내에 전세계 20여개국을 대상으로 1,000억 수준까지 매출을 올리는 것이 장기적인 목표입니다. 이 목표를 달성하기 위하여 파이프라인 계획에 따라 진행할 예정입니다. 
경영철학은 사훈과 같으며 대한민국 나아가서는 세계의 먹거리 안전 예방에 기여하고자 합니다. 그러나 기업의 존립목표는 우선 이윤창출이 목표이므로, 이를 이루기 위해 노력하며 이를 바탕으로 그 이윤을 노력해주는 임직원과 공유하고자 합니다."
2158193416,(주)애드바이오텍,타사와 비교했을 때 귀사의 장점은 무엇인가요?,"현재 애드바이오텍은 청년내일채움공제를 채택하여 진행하고 있습니다. 또한 스톡옵션이라는 제도로 전직원이 회사의 이윤을 나누고 애정을 가질 수 있도록 노력하고 있습니다. 또한 앞으로 도입할 예정인 제도는 내일채움공제 또한 도입을 검토하고 있습니다. 또한 현재 상장을 앞두고 있기 때문에 상장회사에 준하는 더욱 다양한 복지제도를 검토, 반영할 예정입니다."
2158193416,(주)애드바이오텍,회사의 채용 절차 및 선호하는 인재상은 어떻게 되나요?,면접에서 개인적인 질문을 배제하고 실무관련 질문을 진행하여 공정성을 높이기 위해 노력하고 있습니다. 기업 특성상 경력직을 더 선호하며 사람인과 잡코리아 등 인력채용사이트를 이용하여 채용하고 있습니다. 신입사원에게 요구하는 인재상은 바로 도전적인 태도와 자신감입니다. 스펙보다는 인성과 표현능력에 주목하고 있습니다.
2158193416,(주)애드바이오텍,신입 평균 급여수준 및 인사 제도 현황에 대해 알 수 있나요?,자세한 금액은 말씀드릴 수 없지만 업계 평균 급여수준입니다. 그리고 코넥스 및 코스닥상장을 앞두고 있기 때문에 인사제도에 개편을 진행 중에 있습니다. 직급체계는 2~3년에 한번씩 진급의 기회를 가지고 있고 상여금은 회사실적에 따라 제공되고 있습니다.
2158193416,(주)애드바이오텍,신입사원 육성방법 및 인재육성 로드맵이 있나요?,저희 회사는 멘토링을 부서별로 진행하고 있습니다. 현재는 1일 정도로 회사정보에 대해 소개시켜주는 비교적 간소한 방법이지만 2020년 이후에는 신입사원 육성시스템에 대해 고민에 보고 그에 맞게 규정을 정비하려 합니다.
2158193416,(주)애드바이오텍,주요 복리후생과 전반적인 근무환경은 어떻다고 생각하시나요?,"우선 구내식당이 존재합니다. 구내식당에서 식비는 받지 않고 있으며 직원들의 식사에 있어 부족하지 않게 제공하고 있습니다. 
교통 측면에서는 공단에 위치하고 있어 교통비 지원금이 청년들에 한해 일부 보조되고 있습니다.
장기근무자에겐 3, 6, 10년 주기로 리프레쉬 차원으로 해외여행을 할 수 있도록 100만원 정도의 지원금을 제공 하고 있습니다. 
생산직 근무자에겐 휴게소가 제공되며 내년 공장 확장공사가 끝나면 운동시설 또한 구축할 예정입니다. 
출퇴근 시간은 정시 출퇴근이 매우 잘 지켜지고 있으며 연차도 자유롭게 사용할 수 있습니다. 회사 창립기념일과 송년회를 제외하면 회식은 매우 자유롭게 진행되고 있습니다. 유연근무 또한 진행하고 있습니다."
2158193416,(주)애드바이오텍,"우리 회사만의 차별화된 강점, 장점 등 강조하고 싶은 점이 있으신가요?","우선 당사의 제품은 시장에서 최근에 더욱 주목받는 제품이기 때문에 전세계적으로 매출이 증가할 것이라는 장점이 있습니다. 또한 상장을 앞두고 있기 때문에 대외적인 홍보효과로 더욱 큰 발전이 가능합니다. 
그리고 회사 내부적으로는 강원도를 기반으로 한 지역기업이기 때문에 강원대 및 한림대 출신학생들의 접근성이 높습니다. 
농공단지를 향한 지원도 증가하는 추세이며 대외적으로도 홍보 할 수 있는 기업이 될 것이라 생각합니다. 
회사 내 분위기 역시 중소기업이다 보니 다른 부서와도 원활한 커뮤니케이션을 통해 서로가 서로를 이해하고 안 맞는 부분이 생긴다면 절충하는 모습을 통해 유연한 분위기를 만들기 위해 노력하고 있습니다."
2158193416,(주)애드바이오텍,혹시 앞으로 수출국을 늘리신다고 하셨는데 어느 나라위주로 진행하실 생각이신가요?,"우선 현재 축산을 기반으로 매출을 올리고 있기 때문에 가까운 일본, 대만, 동남아 위주로 제품이 수출되고 있습니다만, 개발 중인 제품의 실험이 성공적으로 종료할 경우 중남미 등으로 수출영역을 넓힐 수 있을 것으로 예상됩니다. 동남아나 중남미는 양식 수산품들에 대한 질병에 대한 백신이나 치료제가 부족하기 때문에 큰 블루오션이라고 생각합니다."
2158193416,(주)애드바이오텍,작년에 이어 2년 연속 청년친화강소기업으로 선정되셨는데 1년 사이 회사가 달라진 점이 있다면 어떠한 점일까요?,"2018년에는 전년대비 매출이 증가하였고 그 중 수출이 큰 폭으로 증가하여 2018년 12월 강원 수출의 날 강원수출 특별상을 수상하였습니다. 금년에도 전년 동기대비 20%이상이 매출이 성장하였습니다.
그리고 2016년보다 많은 투자를 작년에 받았습니다. 회사는 지속적으로 매출이 상승함에 따라 장비설비와 공장 증축 등 소요자원이 많이 필요합니다. 그로 인해 향후로도 투자를 받기 위해 여러 투자기관과 협의 중에 있습니다. 
또한, 이런 것들이 누적됨에 따라 여러 주변 지자체 및 기관, 언론들에 주목을 받고 있어 회사의 대외홍보에 도움이 되고 있습니다만, 인사담당자인 개인적으로는 많이 부담스러운 것도 사실입니다. 
내년에도 취재가 나오신다면 더욱 달라진 회사의 모습을 볼 수 있을 것으로 생각됩니다."
2158193416,(주)애드바이오텍,마지막으로 회사에 관심 있는 청년들에게 전하고 싶은 말이나 당부사항이 있으신가요?,"청년들이 입사 시 또는 입사 후에 급여가 만족스럽지 못한 경우가 생길 수 있습니다. 그렇다면, 빠른 결정이 필요합니다. 본인은 마음에 들지 않는데 어중간한 시간(예를 들어, 6개월 또는 1년 이하)에 퇴사를 하게 되면, 본인 경력도 망가질뿐더러 회사에서도 업무를 새로운 인원에게 가르쳐야 하는 손실이 발생됩니다.
그러므로 빠른 판단으로 계속 다닐지 여부를 판단하고 아니다 싶으면 빨리 퇴사를, 다녀야 되겠다는 마음을 먹었으면 1년 이상 근무하는 것을 목표로 열심히 일해 주셨으면 좋겠습니다. 추천하는 근무연수는 최소 2년 간입니다. 그 기간 이상 근무하면서 회사에 대해 알고 배우며 일하는 자세가 중요하다고 생각합니다."
2158193416,(주)애드바이오텍,,동 탐방기는 청년친화강소기업 서포터즈가 기업 방문 후 작성한 내용입니다.
6098138864,(주)동구기업,회사의 주력분야 등 간단한 회사 소개를 해주세요,"저희 회사는 본사는 경상남도 창원시에 위치해 있고, 중국 천진, 북경에 2개의 해외 법인이 있습니다. 
동구기업은 프레스 금형 제작 전문업체입니다. 차별화된 기술력 및 제작설비와 그동안 쌓아온 신용과 도전정신을 바탕으로 가전(에어컨, 냉장고, 세탁기, TV, 조리기기 등)금형과 자동차금형을 제작하고 있습니다. 또한 2015년부터 20여년 축적된 금형기술을 바탕으로 자동차부품생산을 시작하여 제2의 도약을 준비하고 있습니다."
6098138864,(주)동구기업,회사의 장기적인 목표나 경영 철학이 있으신가요?,"먼저 저희 동구기업의 장기적인 목표는 중소기업에서 벗어나 중견기업으로 성장하는 것이 목표이고 
확장을 위해 가전제품의 금형만 하다가 자동차 부품 금형도 하게 되었고 자동차 부품까지 직접 생산하게 되었습니다."
6098138864,(주)동구기업,타사와 비교했을 때 귀사의 장점은 무엇인가요?,"저희 회사는 제품이 외부로 나가지 않고 자체적으로 저희 회사 내부에서 설계, 부품 가공, 시험까지 가능하다는 점이 장점입니다. 몇 안 되는 20톤 프레스를 가지고 있는 회사로, 큰 금형들을 수주를 받을 수 있고, 테스트까지 가능합니다. 또한 요즘 차량 트렌드인 초고장력강판(AHSS) 제작도 가능합니다."
6098138864,(주)동구기업,회사의 채용절차 및 선호하는 인재상은 어떻게 되나요?,"공채가 아닌 수시 채용을 하고 있습니다.
 우선적으로 대학, 특성화고, 마이스터고와 협약을 맺어 학교의 추천을 받고 있습니다.
우리는 인성을 중요시하는 회사입니다. 학점이나 스펙을 보기 보단 회사에 입사한 후 배울 자세가 되어있는 것을 보는 것이 가장 중요하다고 생각합니다. 면접을 보고 난 후 면접자들과 현장을 직접 한번 같이 둘러보고 마무리가 됩니다."
6098138864,(주)동구기업,신입 평균 급여수준 및 인사제도 현황에 대해 알 수 있을까요?,"신입사원의 급여는 2,800~2,900만 원 정도 됩니다. 또, 연말에 이익이 생기고 경영성과가 있으면 성과급을 따로 지급됩니다."
6098138864,(주)동구기업,신입사원 육성방법 또는 인재육성 로드맵이 있나요?,"일학습병행제, 산학일체형 도제교육, 산학연계 맞춤형 인력양성사업, 인턴십 협약, 중소기업 기술사관 육성사업, 해외취업트랙 이 있습니다. 그리고 취업이 되었을 때 생산 현장을 먼저 경험해 보고 난 후 맡은 실무에 투입이 됩니다."
6098138864,(주)동구기업,주요 복리후생은 어떻게 되나요?,"기숙사, 식당, 직원대출제도, 북카페 등이 있습니다. ‘동구카렌더’라는 이벤트도 진행하고 있습니다. 월별로 직원들끼리 함께 즐기며 유대관계가 깊어지고 부서간의 업무협력이 잘 이루어진다는 효과가 있습니다."
6098138864,(주)동구기업,기업의 전반적인 근무 환경은 어떻다고 생각하시나요?,"생산을 하는 현장에는 냉난방기가 설치되어 있어 직원들이 일하기 편리한 환경입니다.
직원들의 조직문화는 권위적이거나 수직적이지 않는 수평적인 관계입니다. 직원들과 같이 스포츠를 하거나 야구 관람을 하며 직원들과의 관계를 위해 많은 활동을 하고 있습니다."
6098138864,(주)동구기업,"자사만의 차별화 된 강점, 장점 등 강조하고 싶은 점 있으신가요?","인재육성을 위해 투자를 아끼지 않고 있고 인적자원관리 우수기관으로 인증을 받은 이력이 있습니다.
그리고 일학습병행제를 통해 직원들이 스스로 성장할 수 있도록 도움을 줍니다."
6098138864,(주)동구기업,회사에 관심있는 청년들에게 전하고 싶은 말이나 당부사항이 있나요?,주변 친구들이 어디에 취업을 했는지 연봉을 얼마나 받는지는 중요하지 않습니다. 내가 내 적성에 맞고 내가 잘할 수 있는 분야로 취업을 하면 거기에서 얼마든지 스스로 능력을 키워 스스로 가치를 높일 수 있습니다. 주위를 살펴보지 말고 스스로 내 자신을 믿었으면 좋겠습니다.
6098138864,(주)동구기업,,"취재 : 창원문성대학교 편지현, 주은주"
6018118506,(주)토탈소프트뱅크,회사의 주력 분야 등 간단한 회사 소개를 해주세요.,"토탈소프트뱅크는 1988년 11월에 창립한 선박, 해운, 항만, 물류 시스템 전문 기업으로 개발한 제품의 90% 이상을 수출하는 글로벌 기업입니다.
부산을 대표하는 IT기업으로서 세계 2대 메이저 기업으로 성장하였습니다. 자사 제품인 케이토스는 컨테이너운영시스템으로써 세계 2위의 Market Share를 자랑하고 있으며 미주, 유럽, 아시아, 아프리카 등에 80여개 컨테이너 터미널에 설치 및 운영을 하고 있습니다."
6018118506,(주)토탈소프트뱅크,회사의 장기적인 목표나 경영철학은 무엇인가요?,"경영목표는 
이상(Visoin) : 세계 최고의 물류시스템 솔루션 회사로 성장
사명(Mision) : 끊임없는 신기술 개발과 혁신적인 성능 개선을 통해 물류시스템분야에 최고의 솔루션 제공
가치(Values) : 창의, 전력, 인재, 완벽한 품질, 협동

경영철학(Management Philosophy) : 최고의 솔루션 개발, 고객감동 서비스 제공, 인재양성입니다."
6018118506,(주)토탈소프트뱅크,타사와 비교했을 때 귀사 장점은 무엇인가요?,"국내 중소기업에서 항만 소프트웨어 개발업체로는 최초로 ISO9001 인증을 받은 업체입니다. 독보적으로 국가 프로젝트를 수행해왔습니다.
그리고 국내 및 국외 경쟁사 제품과의 차별성을 두고, 지역사회에 꾸준히 기여를 하고 있습니다. 지역 대학들과 산학협력을 이루고 있고, 국내 최초 항만운영시스템 개발 등으로 국가 및 지역경제에 이바지 하고 있으며, 백혈병 소아암협회에 꾸준히 기부활동을 하고 있습니다."
6018118506,(주)토탈소프트뱅크,회사의 채용절차 및 선호하는 인재상은 어떻게 되나요?,"채용절차는 서류전형, 해당 팀 면접, 임원면접으로 구성되어 있습니다.
기본적으로 프로그램언어 활용에 대한 기본적인 자질을 가지고 있어야 하며, 자기만의 컬러와 자신감 있게 일을 하고자 하는 열정이 잘 무장되어 있는지를 봅니다.
열정을 가지고 IT분야에 도전하는 인재, IT 트렌드를 읽을 수 있는 사람, 조직에 융화할 수 있는 사람, 애사심이 있는 인재를 원하고 있습니다."
6018118506,(주)토탈소프트뱅크,신입 평균 급여 수준 및 인사제도는 어떻게 되나요?,연봉과 보너스는 회사내규에 따르고 있습니다. 승진의 경우 남녀 차별 없이 철저히 능력으로 평가하며 학벌보다는 능력위주입니다.
6018118506,(주)토탈소프트뱅크,신입사원 육성방법 또는 인재육성 로드맵이 있나요?,"회사의 모든 구성원이 각자의 업무에 자부심을 가지고 끊임없이 공부할 수 있도록 직업능력개발 지원뿐만 아니라 개인의 발전을 위한 자기계발비, 교육비를 지원해줍니다.
또한 해외 항만, 물류시스템 구축사업으로 외국에서 근무할 기회가 많아 글로벌 인재로서 글로벌 감각을 키울 수 있습니다."
6018118506,(주)토탈소프트뱅크,주요 복리후생은 어떻게 되나요?,"주5일 근무, 4대 보험, 각종 경조금지원, 경조휴가, 장기근속자 포상, 교육비지원 등이 있습니다. 그리고 남성의 경우도 육아휴직이 가능합니다."
6018118506,(주)토탈소프트뱅크,기업의 전반적인 근무 환경(조직문화 및 근무 분위기)은 어떻습니까?,항상 밝고 긍정적인 마인드로 일하는 문화를 가지고 있습니다. 상하수직 관계에서 벗어나 자유롭게 임직원과 소통을 나누는 분위기입니다. 특히 부서별 탁구대회를 가질 만큼 조직의 결속력과 동료애가 강하고 이는 신입사원들의 빠른 회사적응력과 업무생산성 향상이라는 긍정적인 시너지 효과를 내고 있습니다.
6018118506,(주)토탈소프트뱅크,"우리 회사 만의 차별화 된 강점, 장점 등 강조하고 싶은 점이 있으신가요?","저희 회사의 여성 근로자는 결혼이나 출산 이후에도 일하는데 부담이 없습니다.
IT분야는 섬세함이 강점인 여성들이 일하기 좋은 직종이라고 생각합니다.
저희 회사는 남녀고용평등 대통령상을 수상한 바와 같이 10~20년 장기근무 여성인력들이 있는데 결혼 및 출산 이후에도 지속적으로 장기 근속하는 직원이 많이 있습니다."
6018118506,(주)토탈소프트뱅크,회사에 관심 있는 청년들에게 전하고 싶은 말이나 당부사항이 있나요?,"많은 젊은이들이 취업을 어떻게 준비할지 몰라 두려워하고, 유명한 대기업과 공기업을 제외한 우수중소기업에 대한 정보와 관심이 부족한 것 같습니다. 취업은 생존을 위한 필수요건이지만 나아가 더 나은 삶을 설계하고 미래를 개척하기 위한 ‘열린 창구’라는 점을 인식하고, 직업적 안정성을 뛰어넘어 자신에 대해 진지한 고민과 성찰에 노력을 기울여야 할 것 같습니다."
6018118506,(주)토탈소프트뱅크,,동 탐방기는 청년친화강소기업 서포터즈가 기업 방문 후 작성한 내용입니다.
1078840539,(주)디알텍,회사의 주력 분야 등 간단한 회사 소개를 해주세요.,"병원에서 X-레이를 찍으면 X-레이가 사람 몸을 통과해 필름에 찍힙니다. 기존에는 필름을 끼워서 찍고 다시 꺼내서 현상했는데 이때 문제는 첫째로 현상시간이 걸리고, 둘째로 필름에 환경오염물질이 있다는 점입니다. 결정적으로는 선명도가 떨어지는 문제가 있는데, 이런 문제들을 단번에 해결하는 게 디텍터입니다. 디텍터는 일종의 디지털 센서로 X-레이가 닿으면 전자를 발생시켜 영상으로 볼 수 있게 하는 제품입니다.

디알텍은 X-레이 진단 영상 솔루션 제공업체입니다. 디알텍의 디텍터는 일반 병원에서 쓰이는 의료용에서부터 동물병원용과 산업용, 그리고 폭발물 검사를 위한 보안용까지 다방면으로 활용되고 있습니다."
1078840539,(주)디알텍,회사의 장기적인 목표나 경영 철학이 있으신가요?,"디알텍은 C&C(Communication and Consensus, 소통과 공감대)를 가장 중요시합니다. 항상 이메일 하단에 이 문구를 넣고 있습니다. 전 구성원에게 회사 경영 내용을 다 공유하고 스톡옵션제도 역시 디알텍만큼 열심히 하는 곳이 없다고 자부합니다. 우리 모두가 다 사장이고, 주인이라는 의식을 심어주는 게 중요하다고 생각합니다.
이런 소통과 공감대가 바탕이 돼서 “고품질의 영상으로 클라이언트에게는 신뢰를, 고객에게는 건강을 증진한다.”는 회사의 미션 달성을 위해 매진한다면 일류 장수기업이라는 목표가 더 빨리 다가올 것이라고 생각합니다."
1078840539,(주)디알텍,타사와 비교했을 때 귀사의 장점은 무엇인가요?,"회사의 경영층은 직원들이 각자 사장처럼 자기의 업무를 소신을 가지고 일하기를 바라고 있고, 직원들도 본인들의 업무에 대한 책임감과 열정을 갖고 임하고자 합니다. 이런 분위기로 임직원이 노력한다면 회사는 성장할 것이고, 이 성장이 개인에게도 혜택이 돌아갈 수 있도록 회사는 우리사주제도 및 스톡옵션 부여 등을 적극적으로 활용함으로써 제도적인 뒷받침을 하고 있습니다. 이러한 부분이 다른 회사보다 직원들에게 열려있는 기회라고 생각합니다."
1078840539,(주)디알텍,회사의 채용절차 및 선호하는 인재상은 어떻게 되나요?,"당사는 3가지의 핵심가치를 바탕으로 그에 부합하는 인재들을 우선적으로 선발합니다. 회사가 중요시하는 핵심 가치는 열정, 탁월함, 투명성이며 이 가치들은 디알텍이 그동안 성장하는 데 있어서 중요한 동력이 되었을 뿐만 아니라, 향후에도 지속성장을 위해 필요한 필수요소입니다."
1078840539,(주)디알텍,신입 평균 급여수준 및 인사 제도 현황에 대해 알 수 있나요?,"대졸 연구원 신입인 경우 3,000만원부터 시작하며 본인 의 성과에 따라 고성과를 받을 경우 조기진급 및 높은 연봉인상율에 혜택을 받을 수 있기에 직원들의 빠르게 성장할수 있도록 동기부여의 토대를 마련하고 있습니다."
1078840539,(주)디알텍,신입사원 육성방법 또는 인재육성 로드맵이 있나요?,"회사가 지속적으로 성장하는 가운데, 직원들의 역량 역시 동반 성장에 대한 필요성을 느꼈기에 체계적인 교육을 지속적으로 운영해왔습니다. 각 직급, 직군별로 체계화된 맞춤형 교육을 시행하여 전략, 리더십, 문제해결, 협상력에 대한 교육을 필수적으로 실시하고 있습니다. 이뿐만 아니라 공통역량으로 커뮤니케이션, 코칭, 핵심가치 내재화, 글로벌 역량 등에 대해 교육하고 있습니다. 필요시에는 대외 전문가를 초빙해 회사가 성장하는 만큼 같이 성장할 수 있는 기회 역시 마련하고 있습니다."
1078840539,(주)디알텍,주요 복리후생은 어떻게 되나요?,"의료산업을 리드하는 회사로서 건강에 대해 관심이 많습니다. 직원들이 건강해야 다른 사람의 건강을 신경 써 줄 수 있기 때문입니다. 이를 위해 DRTech Care라는 제도를 운영 중입니다.
매년 대학병원급의 최우수 검진기관과 연계하여 종합검진을 실시함으로써 직원들의 건강상태를 정기적으로 관리하고 있으며, 전 직원 실비보험 가입을 통해 직원들이 의료비 부담을 가지지 않도록 지원하고 있습니다."
1078840539,(주)디알텍,기업의 전반적인 근무 환경(조직문화 및 근무 분위기)은 어떻다고 생각하시나요?,회사의 전반적인 분위기는 회사는 현재 계속적으로 성장하고 이를 뒷받침하기 위하여 임직원 모두 본인의 열정을 다해서 업무에 임하고 있습니다. 다만 각 부서별 해당 업무에 따라서 창의적인 아이디어가 발현 될 수 있는 유연한 근무분위기와 완벽한 제품을 생산하기 위한 엄격한 분위기가 혼재되어 있는 편입니다.
1078840539,(주)디알텍,"우리 회사만의 차별화 된 강점, 장점 등 강조하고 싶은 점이 있으신가요?",3번과 중복
1078840539,(주)디알텍,회사에 관심있는 청년들에게 전하고 싶은 말이나 당부사항이 있나요?,"청년들은 본인이 들어 봤을법한 대기업을 선호합니다. 입사 시 처우와 견주어서는 중소기업이 부족한건 사실이지만 우선 중소기업과 대기업의 가장 큰 차이점은 개인 업무에 대한 성과를 바로 확인할 수 있다는 점입니다. 아무래도 대기업에서는 업무기능들이 각 부서 및 개인들에게 나눠져 있어, 개인의 아이디어를 반영하는 것이 쉽지 않을뿐더러 상대적으로 오래 걸리는 편입니다.
본인이 고민한 아이디어가 성공적으로 회사 업무에 적용될 때의 성취감은 다른 것과 견줄 수 없을 뿐만 아니라, 대기업보다 짧은 시간 내 다양한 경험을 주도적으로 할 수 있는 기회가 있어 개인의 성장에 큰 도움을 받을 수 있다고 생각합니다."
1078840539,(주)디알텍,,"취재 : 아주대학교 청년친화강소기업 서포터즈단 김강표, 김준식"
2048139033,(주)도담이앤씨,도담이앤씨의 주력 분야 등 간단한 회사 소개를 부탁드립니다.,"도담이앤씨는 1997년 7월에 설립되었고, 이명재 대표 이사님께서 창립 이후 약 20년 동안 회사를 운영하고 계십니다. 저희 회사는 크게 엔지니어링 부문과 도담 개발이라는 건축부문으로 나눠집니다. 쉽게 얘기해서 집을 짓는 회사와 집을 짓기 전 전문 공사를 하는 회사입니다, 저희의 연간 매출액은 약 370억 정도이고, 현재 근무하고 있는 직원은 120명 정도이며, 매년 10명 정도 변동인원이 있습니다."
